Nom de la gare,Code UIC complet,Année,Total Voyageurs
Brest,87474007,2020,1305129
Brétigny-sur-Orge,87545194,2020,3639693
Breuillet - Bruyères-le-Châtel,87545483,2020,281996
Brimeux,87317180,2020,380
Brion - Montréal-la-Cluse,87131961,2020,25344
Brive-la-Gaillarde,87594002,2020,538164
Bruyères-sur-Oise,87276451,2020,57356
Bueil,87387092,2020,66030
Busigny,87296244,2020,44422
Buzy en Béarn,87672634,2020,6920
Callac,87473546,2020,29476
Carbonne,87611061,2020,191932
Carnoles,87756478,2020,412844
Castelnaudary,87615039,2020,207782
Cattenières,87345587,2020,248
Cavaillon,87765503,2020,124208
Cavignac,87491217,2020,40871
Cergy Saint-Christophe,87382499,2020,4135105
Cérons,87582742,2020,217265
Chabenet,87597112,2020,155
Challans,87481390,2020,118681
Châlons-en-Champagne,87174003,2020,468771
Chalon-sur-Saône,87725002,2020,1040278
Chambourg-sur-Indre,87571463,2020,2154
Chamonix Aiguille du Midi,87462085,2020,4729
Champagnole,87715326,2020,36540
Champs - Saint-Bris,87683615,2020,1684
Chantenay-Saint-Imbert,87696302,2020,11116
Chantonnay,87486332,2020,8294
Charleville-Mézières,87172007,2020,776821
Chars,87381194,2020,117197
Châteaubriant Tram Train,87590372,2020,56599
Châteaudun,87545756,2020,85850
Châteauneuf - Bujaleuf,87592105,2020,2428
Chaville Rive Droite,87382333,2020,1317735
Chelles - Gournay,87116111,2020,5947634
Chemin d'Antony,87546317,2020,218873
Cherbourg-en-Cotentin,87444877,2020,318696
Chevilly,87543041,2020,42337
Chindrieux,87741116,2020,16002
Chorges,87763425,2020,13473
Clamecy,87696807,2020,17143
Clisson,87481440,2020,609207
Compans,87272047,2020,20752
Conflans Fin d'Oise,87381459,2020,2858401
Corbigny,87696617,2020,3962
Cormeilles-en-Parisis,87381863,2020,2014618
Coron de Méricourt,87345132,2020,12501
Couëron,87481804,2020,33555
Coulanges-sur-Yonne,87696831,2020,2880
Courcy - Brimont,87171710,2020,20987
Courtalain - Saint-Pellerin,87394494,2020,3804
Crépieux la Pape,87723502,2020,5478
Crépy-en-Valois,87271593,2020,1064830
Cugand,87481457,2020,14969
Cuinchy,87342410,2020,28144
Culoz,87741074,2020,151638
Damiatte - Saint-Paul,87615484,2020,16042
Dammartin - Juilly - Saint-Mard,87271536,2020,543001
Daours,87315044,2020,27157
Dardilly Les Mouilles,87721480,2020,21457
Dégagnac,87613174,2020,267
Dettwiller,87212183,2020,102216
Deûlémont,87287185,2020,147
Deville,87172064,2020,22128
Diemeringen,87215665,2020,82982
Dieupentale,87611681,2020,84194
Dijon Porte Neuve,87713008,2020,103723
Dinan,87478164,2020,37277
Dingé,87478040,2020,7880
Distroff,87191320,2020,17999
Docelles - Cheniménil,87144030,2020,5168
Dole,87713412,2020,654765
Dommartin - Lissieu,87721738,2020,13235
Dourdan La Forêt,87540179,2020,227943
Druye,87571612,2020,10637
Durtol - Nohanent,87641449,2020,539
Duttlenheim,87214544,2020,122028
Ebersheim,87214106,2020,11859
École-Valentin,87710731,2020,3854
Écouflant,87484113,2020,0
Eichhoffen,87214239,2020,8899
Éloyes,87144436,2020,22178
Ennevelin,87287276,2020,601
Épernon,87394114,2020,1045524
Épinal,87144006,2020,809109
Esquelbecq,87281113,2020,111606
Étampes,87545137,2020,1723318
Fère-en-Tardenois,87171371,2020,309
Ferrières - Fontenay,87684241,2020,21354
Firminy,87726729,2020,133279
Fismes,87171330,2020,168135
Flavy-le-Martel,87296871,2020,13303
Flaxlanden,87181040,2020,6326
Foix,87611616,2020,118940
Fontaine-le-Port,87682427,2020,22975
Fontaines - Mercurey,87713586,2020,38179
Formerie,87313833,2020,9130
Franois,87718304,2020,6003
Frévin-Capelle,87342212,2020,3906
Fromental,87592360,2020,584
Galuzot,87694638,2020,10972
Gannes,87313262,2020,1782
Gap,87763003,2020,155845
Gardonne,87584235,2020,21890
Gemeaux,87713842,2020,20015
Générac,87775791,2020,580
Givors,87722405,2020,511609
Golfech,87618082,2020,0
Goncelin,87747477,2020,254941
Gonfaron,87755397,2020,17023
Graffenstaden,87212241,2020,17816
Graffenwald,87181131,2020,58023
Grésy-sur-Aix,87746107,2020,53176
Grésy-sur-Isère,87741611,2020,10781
Guérard - La Celle-sur-Morin,87116269,2020,48200
Guingamp,87473207,2020,516936
Haguenau,87213058,2020,1316770
Halte de Fontanil – Lycée de Drap,87565143,2020,18730
Herbitzheim,87193672,2020,57339
Héricourt,87184507,2020,123938
Hermes - Berthecourt,87313585,2020,85438
Hochfelden,87212167,2020,180350
Hoffen,87213447,2020,8548
Hombourg-Haut,87193276,2020,6757
Homécourt,87191692,2020,16708
Hunspach,87213454,2020,2822
Huriel,87641217,2020,6
Irigny Yvours,87722249,2020,24067
Is-sur-Tille,87713859,2020,68254
Issy-les-Moulineaux,87393074,2020,1339549
Istres,87753418,2020,27559
Ivry-sur-Seine,87545301,2020,2720129
Joué-lès-Tours,87571885,2020,40648
Juvisy-sur-Orge,87545244,2020,21998701
La Barre Ormesson,87271171,2020,1617889
La Bernerie-en-Retz,87481267,2020,24445
La Bonneville-sur-Iton,87387142,2020,4318
La Borne Blanche,87276287,2020,95188
La Brohinière,87471094,2020,8610
La Celle-Saint-Cloud,87382432,2020,1143181
La Chapelle-sur-Loire,87571802,2020,1519
La Clayette - Baudemont,87694737,2020,22176
La Ferté-Alais,87681452,2020,215192
La Ferté-Bernard,87396325,2020,152391
La Frette - Montigny,87381871,2020,472350
La Guerche-sur-l'Aubois,87576470,2020,32199
La Hume,87582635,2020,94411
La Hutte Coulombiers,87396093,2020,8862
La Loupe,87394254,2020,319998
La Penne-sur-Huveaune,87751743,2020,46980
La Ricamarie,87726703,2020,5261
La Rivière de Mansac,87594416,2020,66
La Souterraine,87592378,2020,104126
La Teste-de-Buch,87582643,2020,256383
La Verpillière,87723395,2020,607146
Lachaud Curmilhac,87731828,2020,985
L'Aigle,87444638,2020,99820
Laillé,87471144,2020,10753
Lamballe,87473108,2020,348871
Lamothe-Landerron,87582882,2020,2176
Lamothe-Montravel,87584151,2020,4349
Lamotte-Beuvron,87543140,2020,138915
Langogne,87734350,2020,20007
Lannion,87473223,2020,157795
Laragne-Montéglin,87763755,2020,9031
L'Ariane La Trinité,87751529,2020,15559
Le Bugue,87595744,2020,6303
Le Croisic,87481788,2020,77541
Le Dorat,87592543,2020,14433
Le Fauga,87611046,2020,47824
Le Mée-sur-Seine,87682179,2020,1305061
Le Pénity,87473553,2020,3235
Le Poirier Université,87343210,2020,74327
Le Rouget,87645192,2020,3554
Le Stade,87381095,2020,1354595
Lentilly Charpenay,87566919,2020,124739
Lérouville,87175240,2020,6658
Les Deux Jumeaux,87677104,2020,23722
Les Eyzies-de-Tayac-Sireuil,87595736,2020,10521
Les Lacs,87471516,2020,13488
Les Longevilles-Rochejean,87715227,2020,239
Les Moutiers-en-Retz,87481259,2020,15453
Les Mureaux,87386680,2020,2304146
Les Noues,87276238,2020,798488
Les Pavillons-sous-Bois,87113852,2020,930421
Les Ramassiers,87353581,2020,10162
Les Sables-d'Olonne,87486449,2020,287073
Les Salelles,87783514,2020,17
Les Versannes,87595702,2020,813
Lesparre-Médoc,87581314,2020,74228
L'Estaque,87751602,2020,45211
Lestelle-de-Saint-Martory,87611111,2020,517
L'Étang-la-Ville,87382473,2020,286427
Leucate La Franqui,87781088,2020,63919
Libourne,87584052,2020,986092
Limeray,87574335,2020,7270
Limoges Bénédictins,87592006,2020,1002380
Limoux Flassian,87598755,2020,4693
Lison,87447219,2020,95100
Lizy-sur-Ourcq,87116632,2020,202227
Loches,87571471,2020,196188
Loison-sous-Lens,87345231,2020,7162
Longueville,87116137,2020,450653
Lons-le-Saunier,87718239,2020,255434
Luant,87597096,2020,655
Luchon,87611236,2020,22939
Luc-la-Primaube,87615773,2020,5253
Lunas,87781575,2020,108
Lure,87185249,2020,165998
Lus-la-Croix-Haute,87747667,2020,3261
Luttenbach-près-Munster,87182543,2020,6372
Lutzelhouse,87214650,2020,107050
Lyon Perrache,87722025,2020,4308666
Mâcon,87725689,2020,839209
Magenta,87281873,2020,23527091
Magland,87746412,2020,18143
Magneux - Courlandon,87400986,2020,15304
Maintenon,87394130,2020,920336
Maisons-Alfort - Alfortville,87681155,2020,7451259
Maisons-Laffitte,87386425,2020,4700593
Mâlain,87713065,2020,36504
Malesherbes,87684415,2020,224094
Mamirolle,87718510,2020,15420
Marcheprime,87582445,2020,330018
Mareil-sur-Mauldre,87381715,2020,46705
Marly-le-Roi,87382465,2020,1082278
Marmagne sous Creusot,87694182,2020,113
Marquillies,87342469,2020,8753
Marseille Blancarde,87751081,2020,392563
Martigues,87753509,2020,17300
Maule,87381723,2020,167035
Mauzé-sur-le-Mignon,87485250,2020,68328
Mayet,87396580,2020,16029
Melun,87682005,2020,8634201
Menton Garavan,87756494,2020,107569
Mer,87574194,2020,141146
Mériel,87276675,2020,215745
Meulan - Hardricourt,87381830,2020,297677
Mézériat,87725838,2020,40104
Mézidon-Canon,87444208,2020,210231
Milhac-d'Auberoche,87595538,2020,61
Miniac-Morvan,87478131,2020,17
Mionnay,87723726,2020,54101
Moirans,87747329,2020,486321
Mommenheim,87212142,2020,169598
Monéteau - Gurgy,87683557,2020,11047
Monistrol-d'Allier,87734335,2020,1472
Montauban-de-Bretagne,87471086,2020,145320
Montaudran,87612010,2020,32166
Montbartier,87611699,2020,47521
Montbéliard,87184523,2020,397874
Montdidier,87313346,2020,116594
Montgeron - Crosne,87682104,2020,2228559
Montgeroult - Courcelles,87381160,2020,10475
Montigny - Beauchamp,87276089,2020,2683306
Montivilliers,87413724,2020,14499
Montluçon,87641001,2020,191312
Montmorillon,87575480,2020,31402
Montpon-Ménestérol,87595322,2020,110935
Montréjeau - Gourdan-Polignan,87611152,2020,93978
Montreuil-Bellay,87487637,2020,4470
Montreuil-sur-Thérain,87316406,2020,4384
Montsûrs,87478537,2020,12317
Morcenx,87673103,2020,138528
Mouans-Sartoux,87401323,2020,91143
Mourmelon-le-Petit,87174409,2020,54197
Mouroux,87116285,2020,61718
Moustéru,87473512,2020,1277
Mouy - Bury,87313577,2020,133980
Narbonne,87781104,2020,1045543
Naucelle,87615732,2020,15936
Neussargues,87645507,2020,19089
Neuvy-Pailloux,87597070,2020,9523
Nice Pont Michel,87590299,2020,13946
Nieul,87592410,2020,1496
Niversac,87595512,2020,6334
Nogent - Le Perreux,87113746,2020,2636106
Nogent-sur-Seine,87118190,2020,123943
Noisy-le-Sec,87113217,2020,9568779
Notre-Dame-d'Oé,87574699,2020,929
Novillars,87718411,2020,3548
Nuits-Saint-Georges,87713529,2020,200388
Oderen,87182634,2020,16780
Oissel,87411207,2020,217679
Ondres,87673319,2020,11897
Ormoy-Villers,87271585,2020,19872
Orthez,87672253,2020,135896
Osny,87381145,2020,221531
Osséja,87784868,2020,360
Parempuyre,87581710,2020,27698
Parent - Coudes - Champeix,87734194,2020,47895
Pauillac,87581256,2020,48177
Périgueux,87595009,2020,571556
Pérols-sur-Vézère,87592170,2020,322
Peyrilhac - Saint-Jouvent,87592428,2020,268
Phalempin,87286500,2020,205214
Pierrelaye,87276097,2020,716458
Plaisir - Grignon,87393421,2020,1551308
Poix-Terron,87172171,2020,87037
Pompey,87141788,2020,48312
Pont de Lignon,87726786,2020,376
Pont de Sallaumines,87345124,2020,2675
Pontanevaux,87725721,2020,25503
Pontcharra - Saint-Forgeux,87721464,2020,10191
Pont-de-Buis,87474056,2020,12707
Pont-Hébert,87447185,2020,0
Pont-Saint-Vincent,87141523,2020,27541
Port-Sainte-Marie,87586107,2020,30883
Pougues-les-Eaux,87696211,2020,9332
Poussay,87144204,2020,0
Pouzauges,87487314,2020,656
Preignac,87582767,2020,5641
Prin-Deyrançon,87485268,2020,7079
Pulligny - Autrey,87141564,2020,452
Puteaux,87382382,2020,2206134
Quesnoy-sur-Deûle,87286245,2020,142
Quillan,87615260,2020,28039
Quimper,87474098,2020,745934
Quimperlé,87476317,2020,225485
Rabastens - Coufouleux,87615328,2020,122462
Rambouillet,87393314,2020,2565607
Ranchot,87718338,2020,61972
Raves - Ban-de-Laveline,87144105,2020,682
Reignier-Ésery,87746511,2020,54124
Rémilly,87192237,2020,171395
Reuilly,87597039,2020,18104
Ria-Sirach,87784660,2020,96
Riom - Châtel-Guyon,87734053,2020,677344
Rocamadour - Padirac,87613042,2020,5917
Rœux,87342089,2020,14871
Romilly-la-Puthenaye,87387175,2020,7101
Roquebrune-Cap-Martin,87756460,2020,57143
Rouen Rive Droite,87411017,2020,4070897
Rumilly,87746149,2020,402379
Ruminghem,87287300,2020,26271
Saales,87214783,2020,30105
Saint-Aigulin - La Roche-Chalais,87584540,2020,16612
Saint-André-de-Cubzac,87491241,2020,374173
Saint-André-le-Gaz,87723494,2020,105410
Saint-Aubin-sur-Scie,87415125,2020,7474
Saint-Bonnet-de-Rochefort,87641076,2020,4475
Saint-Cloud,87382358,2020,4961718
Saint-Cyprien,87595777,2020,7121
Saint-Cyr-en-Val La Source,87543116,2020,31852
Saint-Dié-des-Vosges,87144014,2020,247485
Sainte-Anne,87476648,2020,12677
Sainte-Colombe Septveilles,87116178,2020,76080
Sainte-Geneviève-des-Bois,87545210,2020,2195462
Sainte-Pazanne,87481226,2020,120231
Saintes,87491001,2020,309878
Saint-Étienne La Terrasse,87726158,2020,71454
Saint-Féliu-d'Avall,87784520,2020,932
Saint-Germain-en-Laye Grande Ceinture,87382804,2020,87220
Saint-Hilaire-au-Temple,87174441,2020,3
Saint-Hilaire-de-Riez,87486563,2020,32781
Saint-Jean-de-Verges,87611624,2020,1526
Saint-Jodard,87726851,2020,8953
Saint-Joseph le Castellas,87759316,2020,3710
Saint-Junien,87592709,2020,16844
Saint-Just-en-Chaussée,87313270,2020,407514
Saint-Laurent - Gainneville,87413310,2020,26101
Saint-Léon-sur-l'Isle,87595264,2020,16347
Saint-Leu-la-Forêt,87276600,2020,1287204
Saint-Malo,87478107,2020,889726
Saint-Marcel en Dombes,87723742,2020,46259
Saint-Nazaire,87481705,2020,627823
Saint-Ouen-l'Aumône,87276105,2020,1084031
Saint-Pierre-du-Vauvray,87415646,2020,0
Saint-Pierre-en-Faucigny,87746313,2020,64995
Saint-Quentin en Yvelines - Montigny-le-Bretonneux,87393843,2020,6368898
Saint-Rambert-en-Bugey,87743740,2020,9492
Saint-Roch,87313080,2020,49519
Saint-Sulpice-Laurière,87592345,2020,29755
Saint-Vit,87718320,2020,97734
Saint-Yrieix-la-Perche,87592824,2020,12447
Sallanches - Combloux - Megève,87746438,2020,264387
Salomé,87342451,2020,9200
Salon-de-Provence,87753764,2020,157387
Sarcelles - Saint-Brice,87276386,2020,3083147
Sausset-les-Pins,87753558,2020,34153
Savenay,87481838,2020,376887
Savennières - Béhuard,87484329,2020,29797
Saverdun,87611368,2020,95387
Schopperten,87215483,2020,16907
Sens,87683003,2020,778705
Servas - Lent,87723791,2020,47446
Sète,87773200,2020,700298
Sèvres - Ville-d'Avray,87382341,2020,1426179
Simandre-sur-Suran,87743336,2020,15407
Solignac - Le Vigen,87592246,2020,1044
Somain,87345314,2020,234747
Sospel,87756825,2020,28644
Souppes - Château-Landon,87684217,2020,382182
Staffelfelden,87182691,2020,50329
Steinbourg,87212209,2020,62913
Strazeele,87286203,2020,39005
Surdon,87444562,2020,42455
Surgères,87485227,2020,257923
Taverny,87276634,2020,876446
Tenay - Hauteville,87743757,2020,21893
Tergnier,87296442,2020,367899
Thann,87182568,2020,107817
Théoule-sur-Mer,87757583,2020,12268
Thiaville-sur-Meurthe,87141432,2020,246
Thiers,87734475,2020,33449
Thourotte,87276741,2020,29235
Tonneins,87586651,2020,127587
Tonnerre,87713198,2020,85735
Toulon,87755009,2020,2524370
Tournay,87671172,2020,13448
Trélazé,87701532,2020,30106
Trémolat,87584474,2020,2828
Trentels Ladignac,87586446,2020,746
Tricot,87313353,2020,41557
Triel-sur-Seine,87381806,2020,254048
Turckheim,87182352,2020,28530
Urmatt,87214635,2020,95408
Vaires - Torcy,87116293,2020,1250818
Valence d'Agen,87611863,2020,49269
Valleiry,87745414,2020,22636
Vannes,87476606,2020,1088186
Varennes-sur-Allier,87696351,2020,58073
Varilhes,87611327,2020,22937
Vaumoise,87271601,2020,2191
Vauvert,87775817,2020,13909
Vélines,87584177,2020,32254
Vendenheim,87212118,2020,79654
Vermenton,87683664,2020,4665
Vernaison,87722264,2020,50592
Versailles Chantiers,87393009,2020,12528752
Versigny,87296608,2020,1745
Vertou,87481408,2020,47422
Vézelise,87141606,2020,3218
Viaduc Sainte-Marie,87746735,2020,536
Vic-sur-Cère,87645440,2020,6865
Vierzon,87576009,2020,583117
Viévola,87756890,2020,76
Vigeois,87594218,2020,6736
Villabé,87681619,2020,111995
Villefort,87775197,2020,8837
Villeneuve-la-Guyard,87683102,2020,117425
Villers-les-Pots,87713339,2020,1079
Villers-sur-Mer,87444398,2020,3706
Villiers Montbarbin,87116749,2020,35120
Viroflay Rive Droite,87382887,2020,1475578
Viry-Noureuil,87297051,2020,195
Vitry-sur-Seine,87545293,2020,2496968
Voiron,87747287,2020,929129
Voivres-lès-le-Mans,87396358,2020,8191
Voyenne,87297150,2020,8592
Vraincourt - Viéville,87143024,2020,1555
Wallers,87343301,2020,10687
Wingen-sur-Moder,87213744,2020,90890
Wisches,87214676,2020,79288
Wissembourg,87213470,2020,149990
Ytrac,87645101,2020,17
Zetting,87193649,2020,17810
Ablon-sur-Seine,87545269,2020,797009
Aéroport Charles de Gaulle 2 TGV,87271494,2020,7665251
Agay,87757559,2020,15390
Agde,87781278,2020,394380
Agonac,87595157,2020,3271
Aiguebelle,87741256,2020,62936
Aimargues,87775833,2020,3752
Aix-les-Bains le Revard,87741132,2020,988929
Albi,87615005,2020,287025
Alençon,87444711,2020,232970
Allassac,87594234,2020,15856
Alouette France,87581793,2020,185309
Ambazac,87592311,2020,25184
Amilly Ouerray,87394205,2020,24910
Amplepuis,87721035,2020,206265
Anché - Voulon,87575332,2020,7457
Angers Maître École,87484048,2020,18317
Arcachon,87582668,2020,772522
Arches,87144410,2020,40349
Arenc Euroméditerranée,87580340,2020,35506
Argentan,87444539,2020,175602
Arles,87753657,2020,358566
Arnèke,87281121,2020,87107
Artix,87672212,2020,30597
Ascq,87286864,2020,9877
Aubazines - Saint-Hilaire,87594465,2020,5011
Aubiat,87734111,2020,5053
Aubigny-au-Bac,87345447,2020,25519
Auboué,87191684,2020,1568
Auffay,87415158,2020,159577
Aulnay-sous-Bois,87271411,2020,13389057
Avesnes-sur-Helpe,87295733,2020,111552
Avrechy,87313296,2020,3772
Aytré Plage,87437806,2020,7205
Babinière,87590349,2020,34528
Baccarat,87141416,2020,86853
Bagneaux-sur-Loing,87684191,2020,16051
Baillargues,87773457,2020,166854
Bains-les-Bains,87144147,2020,1965
Ballancourt-sur-Essonne,87681437,2020,265484
Ballan-Miré,87571604,2020,28881
Bandol,87755223,2020,220175
Bantzenheim,87182840,2020,4662
Batz-sur-Mer,87481770,2020,11761
Bayard,87175133,2020,193
Bayonne,87673004,2020,660529
Baziège,87611723,2020,52111
Beaucaire,87775023,2020,17161
Beaumont-le-Roger,87387183,2020,6269
Beautiran,87582700,2020,189370
Bellac,87592485,2020,16307
Bellegarde-sur-Valserine,87745000,2020,775242
Belleville,87141804,2020,17494
Belz - Ploemel,87476408,2020,1375
Bena Fanes,87784892,2020,23
Bergerac,87584268,2020,199226
Berlaimont,87295808,2020,8730
Bersac-sur-Rivalier,87592352,2020,3064
Bertrichamps,87141424,2020,3434
Besançon Franche-Comté TGV,87300863,2020,349723
Besançon Mouillère,87718015,2020,52359
Béthune,87342006,2020,1134785
Bigny,87576306,2020,79
Bischheim,87212308,2020,32597
Bitschwiller-lès-Thann,87182576,2020,29187
Blainville - Damelevières,87141135,2020,177687
Blanzy,87694612,2020,21322
Bléré - La Croix,87574475,2020,101869
Bollène La Croisière,87764357,2020,87212
Bondy,87113407,2020,6877262
Bonson,87726414,2020,36464
Bordeaux Saint-Jean,87581009,2020,11184093
Bouchain,87345389,2020,25002
Bougival,87382440,2020,479553
Boulazac,87725473,2020,53
Boulogne Tintelleries,87317016,2020,208525
Bourbourg,87281279,2020,17061
Bourgtheroulde - Thuit-Hébert,87415323,2020,5189
Boussens,87611095,2020,124996
Brebières,87345108,2020,66521
Brélidy - Plouëc,87473827,2020,5021
Bretenoux - Biars,87594762,2020,9375
Breuil - Romain,87171322,2020,22209
Briare,87696088,2020,30194
Brou,87394452,2020,64559
Bruz,87471037,2020,119298
Bugeat,87592162,2020,4761
Bussière-Galant,87592741,2020,12295
Byans-sur-Doubs,87718122,2020,6415
Caffiers,87317321,2020,1764
